FAMILY,SUBFAMILY,TRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES,AUTHOR_YEAR,DET,TYPUS,M,F,NOSEX,NATION,REGION,PROVINCE,LOCALITY.1,LOCALITY.2,ALTITUDINE,LAT,LONG,GIVEN_LAT,GIVEN_LONG,BIOG_REG,DATA,SOURCE,COLLECTOR,RECORD_TYPE,NOTES
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Messina Rodia ,,,,,38.27,15.47,palaearctic,,Vitale (1906),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Messina Tarantonio ,,,,,38.25,15.46,palaearctic,,Vitale (1906),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Messina Torre del faro ,,,,,38.26,15.65,palaearctic,,"Vitale (1904, 1906)",,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Messina Villafranca ,,,,,38.24,15.42,palaearctic,,MZUR,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Palemo Isola delle femmine ,,,37.561N,30.805E,38.2,13.24,palaearctic,,Arnone & Vazquez (1998),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Palermo Palermo (Scopello) ,,,,,38.07,12.81,palaearctic,,Vazquez database,R. Alliata,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Punta Braccetto,,,,,36.83,14.45,palaearctic,2021-06-12,MAB,"M. A. Bologna, C. Marangoni",PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,"Ragusa, Ippar, Scoglitti, Dune. ",,,,,36.87,14.43,palaearctic,2022-06-27,MAB,M. Bologna,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,"Ragusa, Marina di Acate, Dune. ",,,,,36.97,14.36,palaearctic,2022-06-27,MAB,M. Bologna,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,"Ragusa, Pozzallo, Grottelle, Dune ",,,,,36.73,14.87,palaearctic,2022-06-28/2022-06-30,MAB,M. Bologna,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,2,IT,Sicilia,,Siracusa Capo Passero Porto Palo,,,,,36.67,15.13,palaearctic,1992-06-04,MAB,M. Bologna,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Trapani Castellammare ,,,,,38.03,12.87,palaearctic,,Arnone & Vazquez (1998),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Trapani Foce del Belice ,,,,,37.58,12.86,palaearctic,2013-05-28,FEI,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Trapani Marinella di Selinunte Foce del Modione,,,46.1N,11.9E,37.58,12.82,palaearctic,1919-06-12,coll. Poloni,M. Pavesi,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Trapani Scopello ,,,,,38.07,12.82,palaearctic,,Arnone & Vazquez (1998),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Sicilia,,Trapani Selinunte ,,,,,37.58,12.82,palaearctic,,MZUCT,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Grosseto Albinia loc. Calametta,,,,,42.49,11.19,palaearctic,1974-07-01,MAB,Liberto,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Grosseto Ansedonia La Feniglia,,,,,42.41,11.24,palaearctic,1976-06-18,Bologna (1981),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Grosseto M. Uccellina Torre Collelungo ,,,,,42.63,11.06,palaearctic,1987-07-10/1987-07-18,MVR,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,"Grosseto, Capalbio, Spiaggia Oasi WWF Lago di Burano",,,,,42.39,11.37,palaearctic,2022-05-27,MAB,"A. Riccieri, V. Filippini, E. Erbani, L. Spagoni",PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Livorno Cecina ,,,,,43.3,10.48,palaearctic,,Magistretti (1967),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Lucca Marina di Pietrasanta ,,,,,43.92,10.19,palaearctic,,Magistretti (1967),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Lucca Viareggio ,,,,,43.84,10.24,palaearctic,,MCZR,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Massa Carrara Ronchi ,,,,,43.98,10.12,palaearctic,,Magistretti (1967),,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,IT,Toscana,,Pisa Tombolo ,,,,,43.6,10.28,palaearctic,,Magistretti (1967),,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ME,,,Ulciny Ulciny ,,,,,41.9,19.24,palaearctic,,≈†vhila (2005),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Casablanca-Saettat,,Casablanca Casablanca ,,,,,33.6,-7.61,palaearctic,1926-05-06,Vazquez database,Lindberg,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Casablanca-Saettat,,Casablanca Magazan ,,,,,33.27,-8.39,palaearctic,,NMPC,Escalera,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Casablanca-Saettat,,El  Jadida El Jadida  25-35km N Azzemour,,,,,33.44,-8.04,palaearctic,2004-05-11/2004-05-12,NMPC,G. Sama,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Casablanca-Saettat,,El  Jadida El Jadida env. ,,,,,33.44,-8.04,palaearctic,2007-05-19,NMPC,V. Novák,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,La√¢youne-Sakia El Hamra,,Tarfaya Cabo Juby ,,,,,27.94,-12.92,palaearctic,,Martenez de la Escalera (1914),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Rabat,,Kénitra  Foret de la Mamora ,,0-50,,,34.21,-6.69,palaearctic,2005-05-20/2005-05-21,NMPC,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Rabat,,Kénitra  Foret de la Mamora ,,,,,34.88,-6.29,palaearctic,,≈†vhila (2005),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Rabat,,"Kenitra, Plage du Sidi Boughaba",,,,,34.215098,-6.694575,palaearctic,2022-05-30,coll. Poloni,R. Poloni,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Rabat,,Rabat  Mamora foret,,,,,34.21,-6.69,palaearctic,1976-06-01,NMPC,Z. Taborsky,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Tanger-Ttetouan-Hal Hoceima,,"Larache 40 Km S Larache, 0-20 m",,,,,34.85,-6.3,palaearctic,1989-04-23/1989-04-24,Vazquez database,Zool. Mus. Copenhagen Exp,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Tanger-Ttetouan-Hal Hoceima,,Larache Larache ,,,,,35.2,-6.15,palaearctic,,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Tanger-Ttetouan-Hal Hoceima,,Tanger Tanger ,,,,,35.78,-5.81,palaearctic,2006-06,Vazquez database,Escalera,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,MA,Tanger-Ttetouan-Hal Hoceima,,Tetouan Ras el Aswad ,,,,,35.78,-5.36,palaearctic,,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Albufeira Albufeira ,,,,,37.08,-8.25,palaearctic,1971-06-04,Vazquez database,Dahl,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Alvor Lagos ,,,,,37.10511746,-8.666618202,palaearctic,2021-06-23,inaturalist,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Alvor Ria do Alvor ,,,,,37.04,-8.66,palaearctic,1982-05-16,Vazquez database,A. Zuzarte,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Faro Carrapateira 20km N Sagres,,,,,37.18,-8.91,palaearctic,2001-08-09,NMPC,Schmid-Egger,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Faro Ihla do Farol ,,,,,36.97,-7.86,palaearctic,2015-07-21,Vazquez database,J. Lehnertova,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Faro Quinta do Lago ,,,,,37.023439,-8.022143,palaearctic,2015-07-19,inaturalist,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Faro Quinta do Lago ,,,,,37.03,-8.04,palaearctic,2013-06-15,GBIF,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Faro Villa real de Sancto Antonio ,,,,,37.19,-7.42,palaearctic,,Paulino de Oliveira (1893),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Quarteira Praia da Quarteira (dunas) ,,,,,37.04,-8.21,palaearctic,1967-06-07,Vazquez database,M. A. Diniz,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,Quarteira Quarteira ,,,,,37.06,-8.08,palaearctic,1970-06-07,NMPC,C. & A. Jeekel,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Algarve,,"Sagres Monte Gordo,dunas de Portugal ",,,,,36.95,-9,palaearctic,1981-08-01,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Aveiro ,,Aveiro Mortosa ,,,,,40.76872696,-8.709668248,palaearctic,2018-08-19,inaturalist,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Aveiro ,,Ílhavo Costa Nova ,,,,,40.56,-8.88,palaearctic,2009-08-10,Vazquez database,M. Tomas,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Beiras,,Coimbra  Figueira ,,,,,40.12,-8.86,palaearctic,,Paulino de Oliveira (1893),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Beiras,,Figuira da Foz Mata de Lavos ,,,,,40.02,-8.88,palaearctic,1946-07-28,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Braga,,Braga Chafè Porto,,,,,41.63887216,-8.817398362,palaearctic,2020-07-31,inaturalist,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Braga,,Braga Esposende ,,,,,41.471222,-8.774222,palaearctic,2017-06-16,inaturalist,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Braga,,Braga Viana do Castelo ,,,,,41.64,-8.88,palaearctic,1995-08-03,Vazquez database,M. Tomas,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Central Portugal,,Leira Lleira ,,,,,39.8,-9.01,palaearctic,,Paulino de Oliveira (1893),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Centro,,"Aveiro, Praia de Barra",,,,,40.629167,-8.75,palaearctic,2022-07-26,MAB,V. Filippini,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Lisboa,,Almada Caparica ,,,,,38.57,-9.23,palaearctic,1974-08-03,Vazquez database,P. Oromí,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,North Portugal,,Aveiro Espinho ,,,,,40.62,-8.75,palaearctic,,Paulino de Oliveira (1893),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Porto,,Porto Praia de Aguda ,,,,,41.05,-8.65,palaearctic,1974-08-03,Vazquez database,P. Oromí,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Regione Oeste,,Alcobaca S. Martinho do Porto ,,,,,39.47,-9.23,palaearctic,1966-07-06,Vazquez database,A. Zuzarte,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,PT,Setubal,,Setubal Setubal ,,,,,38.37994175,-8.803104535,palaearctic,2019-06-01,inaturalist,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Andalucia,,Cadiz Algeciras ,,,,,36.11,-5.55,palaearctic,2019-05,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Andalucia,,Cadiz Algeciras ,,,,,36.11,-5.55,palaearctic,2019-05,Vazquez database,Lindberg,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Andalucia,,Cadiz Cadiz ,,,,,36.47,-6.32,palaearctic,1932-05,Vazquez database,Benítez,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Andalucia,,Cadiz S. Roque ,,,,,36.21,-5.44,palaearctic,1966-05,Vazquez database,J. Ramírez,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Andalucia,,Malaga El Ejido ,,,,,36.68,-2.88,palaearctic,1987-06-16,Vazquez database,M. Tomas,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Andalucia,,Malaga Marbella ,,,,,36.48,-5.01,palaearctic,1962-07-01/1962-07-21,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cantabria,,Santader Somo ,,,,,43.44,-3.74,palaearctic,1985-07-09,Vazquez database,A. J. Velázquez,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cantabria,,Santader Somo ,,,,,43.44,-3.74,palaearctic,,Vazquez database,F. Español,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cantabria,,Santader Somo ,,,,,43.44,-3.74,palaearctic,1954-07-28,Vazquez database,S. V. Peris,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cantabria,,Santander Mogro ,,,,,43.34,-3.98,palaearctic,1956-08-26,Vazquez database,E. Ortiz,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona,,,,,41.27,2.04,palaearctic,1941-07-29,Vazquez database,F. Español,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Barcelona (Casa Ant√∫nez) ,,,,,41.27,2.04,palaearctic,1948-06-01,Vazquez database,F. Español,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Barcelona (faro Llobregat) ,,,,,41.27,2.04,palaearctic,1898-08-20,Vazquez database,,PreservedSpecimen,Pino
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Barcelona (farola Llobregat) ,,,,,41.27,2.04,palaearctic,1941-07-24,Vazquez database,F. Español,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Castelldefels ,,,,,41.27,1.92,palaearctic,1964-07-01,Vazquez database,Pablos,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Delta del Llobregat ,,,,,41.27,2.07,palaearctic,,GBIF; Lagar Mascarò (1971),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Desembocadura del Llobregat Barcelona,,,,,41.27,2.07,palaearctic,,"GBIF; Vazquez (1989), Agullo & Prieto (2012)",,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona El Prat de Llobregat ,,,,,41.27,2.04,palaearctic,1974-08-12,Vazquez database,T. Yélamos,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona El Prat de Llobregat (aeroport) ,,,,,41.27,2.04,palaearctic,1976-06-12,Vazquez database,T. Yélamos,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Gavá ,,,,,41.27,2.05,palaearctic,1898-08-20,Lagar Mascarò (1971),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Gavá ,,,,,41.27,1.92,palaearctic,1898-08-20,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Prat de Llobregat ,,,,,41.27,2.04,palaearctic,1948-06-01,Vazquez database,B. Sjogren,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Prat de Llobregat Desembocadura del Estany del Remolar,,,,,41.27,2.07,palaearctic,2009-06-18,Agullo & Prieto (2012),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Prat de Llobregat Platja del Prat,,,,,41.28,2.09,palaearctic,2009-07-10,Agullo & Prieto (2012),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Prat de Llobregat Platja del Prat,,,,,41.28,2.09,palaearctic,2009-07-18,Lagar Mascar√≥ (1971),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Sant Pere Pescador  ,,,,,42.19,3.1,palaearctic,,GBIF; Teunissen (1998),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Viladencans Platja de Cal Francès,,,,,41.27,2.05,palaearctic,2009-07-10,Agullo & Prieto (2012),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Viladencans Platja de la Pineda,,,,,41.27,2.05,palaearctic,2009-07-10,Agullo & Prieto (2012),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Barcelona Viladencans Platja del Remolar,,,,,41.27,2.05,palaearctic,2009-07-10,Agullo & Prieto (2012),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Girona L'Estartit Cataluña,,,,,42.03,3.19,palaearctic,1974-07-25,GBIF,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Girona Torroella de Montgrí Cataluña,,,,,42.03,3.19,palaearctic,1972-07-01,GBIF,,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Girona Torroella de Montgrì Platja de la Gola del Ter,,,,,42.01,3.19,palaearctic,2009-06-29,Agullo & Prieto (2012),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Cataluna,,Girona Torroella de Montgrì Platja de l'Estartit,,,,,42.03,3.19,palaearctic,2009-07-08,Agullo & Prieto (2012),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Ceuta,,Ceuta Benzú ,,,,,35.91,-5.4,palaearctic,,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,La Coruña A Coruña ,,,,,43.35,-8.56,palaearctic,,Vazquez database,Bolìvar,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,"La Coruña Balarés, Corme ",,,,,43.17,-9,palaearctic,1978-08-10,Vazquez database,J. P. Valcárcel,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,La Coruña El Ferrol ,,,,,43.49,-8.31,palaearctic,2000-08-08,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,La Coruña Lagoa de Louro ,,,,,42.75,-9.09,palaearctic,2001-08-20,Vazquez database,J. P. Valcárcel,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,"La Coruña Lagoa de Louro, Muros ",,,,,42.72,-9.12,palaearctic,1998-06-20,Vazquez database,J. P. Valcárcel,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,La Coruña Louro ,,,,,42.72,-9.12,palaearctic,2027-06-14,Vazquez database,L. Iglesias,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,"La Coruña Ortigueira Praia de Morouzos, ",,,,,43.7,-7.84,palaearctic,2004-07-10,Vazquez database,J. P. Valcárcel,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,"La Coruña Playa de Esteiro, Ría do Barquero ",,,,,43.7,-7.75,palaearctic,1996-08-16,Vazquez database,J. P. Valcárcel,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,Pontevedra La Lanzada ,,,,,42.36,-8.87,palaearctic,1953-08-13,Vazquez database,W. Steiner,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,Pontevedra Playa de Bbarra ,,,,,42.26,-8.84,palaearctic,,Eiroa et al. (1988),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,Pontevedra Playa Lanzada ,,,,,42.36,-8.87,palaearctic,,Vazquez database,F. Español,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,Pontevedra Playa Lanzada ,,,,,42.36,-8.87,palaearctic,1984-07-30,Vazquez database,T. Yélamos,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,Vigo  Cangas Playa de Barra,,,,,42.27,-8.87,palaearctic,1981-08-05/1981-08-15,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,Vigo Islas Cies ,,,,,42.18,-9,palaearctic,1974-08-01/1974-08-02,Vazquez database,J. O. Otero,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,Vigo Islas Cies ,,,,,42.18,-9,palaearctic,1981-08-01,Vazquez database,M. Ortego,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Galicia,,"Vigo Islas Cies, Playa Rodas ",,,,,42.18,-9,palaearctic,1977-07-01/1977-07-02,Vazquez database,J. O. Otero,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Melilla,,Melilla,,,,,35.31,-2.95,palaearctic,,Martenez de la Escalera (1914),,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Melilla,,Melilla,,,,,35.31,-2.95,palaearctic,2009-06,Vazquez database,Arias,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Melilla,,Melilla Restinga,,,,,35.15,-2.78,palaearctic,2009-06,Vazquez database,Arias,PreservedSpecimen,
