FAMILY,SUBFAMILY,TRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES,AUTHOR_YEAR,DET,TYPUS,M,F,NOSEX,NATION,REGION,PROVINCE,LOCALITY.1,LOCALITY.2,ALTITUDINE,LAT,LONG,GIVEN_LAT,GIVEN_LONG,BIOG_REG,DATA,SOURCE,COLLECTOR,RECORD_TYPE,NOTES
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Valencia,,Alicante Alicante Torrevieja,,,,,38.03,-0.65,palaearctic,1970-06-12,NMPC,M. C. & G. K. Kruseman ,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Valencia,,Alicante Pego ,,,,,38.81,-0.12,palaearctic,,Vazquez database,Torres Sala,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Valencia,,Valencia Albufera Dehesa,,,,,39.26,-0.33,palaearctic,,Vazquez database,E. Moroder,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Valencia,,Valencia Albufera Dehesa,,,,,39.26,-0.33,palaearctic,1966-06,Vazquez database,J. Vives,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Valencia,,Valencia Torrente ,,,,,39.36,-0.56,palaearctic,,Vazquez database,Torres Sala,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,ES,Valencia,,Valencia,,,,,39.45,-0.44,palaearctic,,Vazquez database,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,TU,Nord Est,,Nabeul Korba ,,,,,36.57,10.86,palaearctic,,NMPC,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,TU,Nord Est,,Nabeul Nabeul ,,,,,36.44,10.74,palaearctic,1989-06-27,NMPC,,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,TU,Nord Est,,Tunis Bordj Cédria ,,,,,36.68,10.37,palaearctic,,Normand (1936),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,TU,Nord Est,,Tunis Radès ,,,,,36.77,10.28,palaearctic,,Normand (1936),,MaterialCitation,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,2,TU,Nord Ouest,,Béja-Bizerte  btw Cap Negro .Cap Serrat,,,,,37.16,9.12,palaearctic,1984-06-04,MAB,P. Audisio,PreservedSpecimen,
Oedemeridae,Oedemerinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,12,TU,Nord Ouest,,Jendouba btw Babouch. Tabarka ,,300-500,,,36.96,8.73,palaearctic,1984-06-03,MAB,Bologna,PreservedSpecimen,
Oedemeridae,Calopodinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,TU,Nord Ouest,,Jendouba Tabarka ,,,,,36.96,8.74,palaearctic,,Normand (1936),,MaterialCitation,
Oedemeridae,Calopodinae,Stenostomatini,Stenostoma,,rostratum,,,,,,,,TU,Nord Ouest,,Jendouba Tabarka-Pobrezi ,,,,,36.95,8.73,palaearctic,2008-07-07,NMPC,Mantic ,PreservedSpecimen,
